,combine_num,c_cluster,score,time
0,3.0,2.0,0.993233415688,0.0786424875259
1,3.0,3.0,0.859581960783,0.115787029266
2,3.0,4.0,0.855072707136,0.0860300064087
3,3.0,5.0,0.844046382464,0.123003005981
